MS,MS Name,CCI,Programme Title,Fund,Category of region,Year,Planned EU amount,N+3 De-commitment Amount,Net Planned EU Amount,Cumulative initial pre-financing,Cumulative additional initial pre-financing,Recovery of additional initial pre-financing,Net additional initial pre-financing,Total net initial pre-financing,Cumulative annual pre-financing,Annual pre-financing covered by expenditure,Recovery of annual pre-financing,Net annual pre-financing,Cumulative interim payments,Recovery of expenses,Net interim payments,Total net payments,EU payment rate,EU Payment Rate on Planned EU Amount
FR,France,2014FR16RFOP006,Interregional Alsace - ERDF,ERDF,More developed,2015,"87,207,490.00",0.00,"87,207,490.00","1,639,500.82",0.00,0.00,0.00,"1,639,500.82",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,639,500.82",1.88,1.88
PT,Portugal,2014PT16M2OP004,Azores - ERDF/ESF,ERDF,Less developed,2017,"767,527,000.00",0.00,"767,527,000.00","25,230,106.13",0.00,0.00,0.00,"25,230,106.13","33,339,783.10",0.00,"14,417,203.50","18,922,579.60","166,462,634.42",0.00,"166,462,634.42","210,615,320.15",27.44,27.44
SE,Sweden,2014SE16RFOP006,North-Central Sweden - ERDF,ERDF,More developed,2017,"144,955,259.00",0.00,"144,955,259.00","4,146,682.68",0.00,0.00,0.00,"4,146,682.68","6,392,802.47",0.00,"2,764,455.12","3,628,347.35","20,004,178.90",0.00,"20,004,178.90","27,779,208.93",19.16,19.16
FR,France,2014FR16M0OP006,Languedoc-Roussillon - ERDF/ESF/YEI,YEI ESF Matching Component,,2016,"13,702,502.00",0.00,"13,702,502.00","410,838.99",0.00,0.00,0.00,"410,838.99","273,892.66",0.00,0.00,"273,892.66","1,806,059.03",0.00,"1,806,059.03","2,490,790.68",18.18,18.18
PT,Portugal,2014PT16M3OP001,Competitiveness and Internationalisation  - PT - ERDF/ESF/CF,ESF,Less developed,2017,"557,886,210.00",0.00,"557,886,210.00","18,354,456.30",0.00,0.00,0.00,"18,354,456.30","24,254,102.96",0.00,"10,488,260.74","13,765,842.22","1,411,724.83",0.00,"1,411,724.83","33,532,023.35",6.01,6.01
BG,Bulgaria,2014BG06RDNP001,Bulgaria - National Rural Development,EAFRD,,2016,"2,366,716,966.00",0.00,"2,366,716,966.00","71,001,508.98",0.00,0.00,0.00,"71,001,508.98",0.00,0.00,0.00,0.00,"129,060,042.88",0.00,"129,060,042.88","200,061,551.86",8.45,8.45
SI,Slovenia,2014SI16MAOP001,EU Cohesion Policy - ERDF/ESF/CF/YEI,YEI,,2016,"18,423,072.00",0.00,"18,423,072.00","552,692.16","2,671,345.44","2,671,345.44",0.00,"552,692.16","368,461.44",0.00,0.00,"368,461.44",0.00,0.00,0.00,"921,153.60",5.00,5.00
FI,Finland,2016FI16RFSM001,SME Initiative - FI - ERDF,ERDF,More developed,2017,"20,000,000.00",0.00,"20,000,000.00",0.00,0.00,0.00,0.00,0.00,"525,000.00",0.00,0.00,"525,000.00",0.00,0.00,0.00,"525,000.00",2.62,2.62
LU,Luxembourg,2014LU05FMOP001,FEAD - Luxembourg,FEAD,,2016,"3,944,660.00",0.00,"3,944,660.00","433,912.60",0.00,0.00,0.00,"433,912.60",0.00,0.00,0.00,0.00,"203,740.04",0.00,"203,740.04","637,652.64",16.16,16.16
DE,Germany,2014DE05SFOP010,Nordrhein-Westfalen - ESF,ESF,More developed,2016,"627,000,596.00",0.00,"627,000,596.00","17,681,416.80",0.00,0.00,0.00,"17,681,416.80","11,787,611.20",0.00,0.00,"11,787,611.20",0.00,0.00,0.00,"29,469,028.00",4.70,4.70
DE,Germany,2014DE16RFOP007,Hessen  - ERDF,ERDF,More developed,2015,"240,723,366.00",0.00,"240,723,366.00","4,525,599.26",0.00,0.00,0.00,"4,525,599.26",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,525,599.26",1.88,1.88
SE,Sweden,2014SE16RFOP001,South Sweden - ERDF,ERDF,More developed,2014,"61,018,878.00",0.00,"61,018,878.00","573,577.42",0.00,0.00,0.00,"573,577.42",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"573,577.42",0.94,0.94
ES,Spain,2014ES05M9OP001,Youth Employment - ES - ESF/YEI,ESF,Transition,2016,"187,414,261.00",0.00,"187,414,261.00","6,165,929.21",0.00,0.00,0.00,"6,165,929.21","3,523,388.12",0.00,0.00,"3,523,388.12",0.00,0.00,0.00,"9,689,317.33",5.17,5.17
GR,Greece,2014GR05M9OP001,Human Resources Development Education and Lifelong Learning - GR - ESF/YEI,YEI ESF Matching Component,,2014,"171,517,029.00",0.00,"171,517,029.00","2,572,755.44",0.00,0.00,0.00,"2,572,755.44",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,572,755.44",1.50,1.50
ES,Spain,2014ES16RFOP018,Melilla  - ERDF,ERDF,Transition,2016,"48,914,685.00",0.00,"48,914,685.00","1,609,293.14",0.00,0.00,0.00,"1,609,293.14","919,596.08",0.00,0.00,"919,596.08",0.00,0.00,0.00,"2,528,889.22",5.17,5.17
LV,Latvia,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,YEI ESF Matching Component,,2014,"29,010,639.00",0.00,"29,010,639.00","290,106.39",0.00,0.00,0.00,"290,106.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"290,106.39",1.00,1.00
IT,Italy,2014IT16M2OP002,Puglia  - ERDF/ESF,ERDF,Less developed,2017,"2,788,070,047.00",0.00,"2,788,070,047.00","78,623,575.32",0.00,0.00,0.00,"78,623,575.32","121,211,345.30",0.00,"52,415,716.88","68,795,628.42","38,182,133.81",0.00,"38,182,133.81","185,601,337.55",6.66,6.66
DE,Germany,2014DE16RFOP006,Hamburg  - ERDF,ERDF,More developed,2014,"55,472,740.00",0.00,"55,472,740.00","521,443.76",0.00,0.00,0.00,"521,443.76",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"521,443.76",0.94,0.94
GR,Greece,2014GR16M2OP005,Western Greece - ERDF/ESF,ERDF,Less developed,2015,"326,269,401.00",0.00,"326,269,401.00","9,187,586.20","10,718,850.56",0.00,"10,718,850.56","19,906,436.76",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"19,906,436.76",6.10,6.10
ES,Spain,2014ES05SFTA001,Technical Assistance - ES - ESF,ESF,Transition,2017,"20,908,074.00",0.00,"20,908,074.00","731,782.59",0.00,0.00,0.00,"731,782.59","966,998.42",0.00,"418,161.48","548,836.94",0.00,0.00,0.00,"1,280,619.53",6.12,6.12
FR,France,2014FR06RDRP094,Corse - Rural Development,EAFRD,,2015,"145,334,584.00",0.00,"145,334,584.00","2,906,691.68",0.00,0.00,0.00,"2,906,691.68",0.00,0.00,0.00,0.00,"4,263,315.48",0.00,"4,263,315.48","7,170,007.16",4.93,4.93
SI,Slovenia,2014SI16MAOP001,EU Cohesion Policy - ERDF/ESF/CF/YEI,CF,,2017,"914,046,895.00",0.00,"914,046,895.00","25,249,444.26",0.00,0.00,0.00,"25,249,444.26","38,926,226.57",0.00,"16,832,962.84","22,093,263.73","90,200,522.69",0.00,"90,200,522.69","137,543,230.68",15.05,15.05
IT,Italy,2014IT06RDRN001,Italy - Rural Network,EAFRD,,2017,"59,671,767.00",0.00,"59,671,767.00","1,790,153.01",0.00,0.00,0.00,"1,790,153.01",0.00,0.00,0.00,0.00,977.28,0.00,977.28,"1,791,130.29",3.00,3.00
ES,Spain,2014ES05SFOP004,Asturias - ESF,ESF,More developed,2017,"86,996,940.00",0.00,"86,996,940.00","2,862,199.31",0.00,0.00,0.00,"2,862,199.31","3,782,191.95",0.00,"1,635,542.46","2,146,649.49",0.00,0.00,0.00,"5,008,848.80",5.76,5.76
SK,Slovakia,2014SK05M0OP001,Human Resources - SK - ESF/ERDF/YEI,ESF,Less developed,2015,"1,709,690,287.00",0.00,"1,709,690,287.00","33,142,177.38",0.00,0.00,0.00,"33,142,177.38",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"33,142,177.38",1.94,1.94
FR,France,2014FR05M2OP001,Guadeloupe et St Martin - ESF/ERDF,ESF,Less developed,2017,"157,185,104.00",0.00,"157,185,104.00","4,658,219.94",0.00,0.00,0.00,"4,658,219.94","7,181,422.42",0.00,"3,105,479.96","4,075,942.46","7,050,232.83",0.00,"7,050,232.83","15,784,395.23",10.04,10.04
DE,Germany,2014DE05SFOP003,Baden-Württemberg - ESF,ESF,More developed,2014,"259,657,066.00",0.00,"259,657,066.00","2,440,776.42",0.00,0.00,0.00,"2,440,776.42",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,440,776.42",0.94,0.94
NL,Netherlands,2014NL05FSOP001,FEAD - Netherlands,FEAD,,2017,"3,944,660.00",0.00,"3,944,660.00","433,912.60",0.00,0.00,0.00,"433,912.60",0.00,0.00,0.00,0.00,"510,645.51",0.00,"510,645.51","944,558.11",23.95,23.95
FR,France,2014FR06RDRP001,Guadeloupe - Rural Development,EAFRD,,2015,"174,024,818.00",0.00,"174,024,818.00","3,480,496.36",0.00,0.00,0.00,"3,480,496.36",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,480,496.36",2.00,2.00
IT,Italy,2014IT16RFOP007,Campania - ERDF,ERDF,Less developed,2016,"3,085,159,382.00",0.00,"3,085,159,382.00","87,001,494.57",0.00,0.00,0.00,"87,001,494.57","58,000,996.38",0.00,0.00,"58,000,996.38",0.00,0.00,0.00,"145,002,490.95",4.70,4.70
IE,Ireland,2014IE06RDNP001,Ireland - National Rural Development,EAFRD,,2017,"2,190,589,653.00",0.00,"2,190,589,653.00","76,670,725.36",0.00,0.00,0.00,"76,670,725.36",0.00,0.00,0.00,0.00,"835,530,363.79",0.00,"835,530,363.79","912,201,089.15",41.64,41.64
DE,Germany,2014DE16RFOP006,Hamburg  - ERDF,ERDF,More developed,2015,"55,472,740.00",0.00,"55,472,740.00","1,042,887.52",0.00,0.00,0.00,"1,042,887.52",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,042,887.52",1.88,1.88
ES,Spain,2014ES05SFOP016,Extremadura - ESF,ESF,Less developed,2015,"265,240,339.00",0.00,"265,240,339.00","6,233,147.98",0.00,0.00,0.00,"6,233,147.98",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,233,147.98",2.35,2.35
FR,France,2014FR16M2OP008,Pays de la Loire - ERDF/ESF,ERDF,More developed,2017,"302,748,728.00",0.00,"302,748,728.00","8,537,514.09",0.00,0.00,0.00,"8,537,514.09","13,162,000.89",0.00,"5,691,676.06","7,470,324.83","25,515,177.69",0.00,"25,515,177.69","41,523,016.61",13.72,13.72
DE,Germany,2014DE06RDRP011,Mecklenburg-Vorpommern - Rural Development,EAFRD,,2016,"936,781,072.00",0.00,"936,781,072.00","28,103,432.16",0.00,0.00,0.00,"28,103,432.16",0.00,0.00,0.00,0.00,"32,907,654.46",0.00,"32,907,654.46","61,011,086.62",6.51,6.51
DE,Germany,2014DE06RDRP019,Sachsen - Rural Development,EAFRD,,2014,"816,860,146.00",0.00,"816,860,146.00","8,168,601.46",0.00,0.00,0.00,"8,168,601.46",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,168,601.46",1.00,1.00
IT,Italy,2014IT06RDRP021,Sicilia - Rural Development,EAFRD,,2017,"1,321,424,000.00",0.00,"1,321,424,000.00","40,161,360.00",0.00,0.00,0.00,"40,161,360.00",0.00,0.00,0.00,0.00,"203,325,443.63",0.00,"203,325,443.63","243,486,803.63",18.43,18.43
RO,Romania,2014RO05SFOP001,Administrative Capacity - RO - ESF,ESF,More developed,2015,"101,772,177.00",0.00,"101,772,177.00","2,869,975.41",0.00,0.00,0.00,"2,869,975.41",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,869,975.41",2.82,2.82
SE,Sweden,2014SE16RFOP002,Småland and islands - ERDF,ERDF,More developed,2015,"66,020,424.00",0.00,"66,020,424.00","1,241,183.90",0.00,0.00,0.00,"1,241,183.90",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,241,183.90",1.88,1.88
UK,United Kingdom,2014UK05M9OP001,England  - ESF/YEI,ESF,Less developed,2015,"173,160,550.00",0.00,"173,160,550.00","3,255,418.34",0.00,0.00,0.00,"3,255,418.34",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,255,418.34",1.88,1.88
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,ESF,More developed,2014,"70,466,485.00",0.00,"70,466,485.00","662,384.96",0.00,0.00,0.00,"662,384.96",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"662,384.96",0.94,0.94
IT,Italy,2014IT06RDRP011,Trento - Rural Development,EAFRD,,2016,"129,572,000.00",0.00,"129,572,000.00","3,887,160.00",0.00,0.00,0.00,"3,887,160.00",0.00,0.00,0.00,0.00,"10,896,811.98",0.00,"10,896,811.98","14,783,971.98",11.41,11.41
BE,Belgium,2014BE05M9OP002,Brussels-Capital Region : Investment for growth and jobs - ESF/YEI,YEI,,2017,"17,403,534.00",0.00,"17,403,534.00","352,266.60","1,702,621.90",0.00,"1,702,621.90","2,054,888.50","543,077.68",0.00,"234,844.40","308,233.28","3,868,819.02",0.00,"3,868,819.02","6,231,940.80",35.81,35.81
FR,France,2014FR05M0OP001,Île-de-France et Seine - ESF/ERDF/YEI,YEI Specific Allocation,,2017,"3,957,370.00",0.00,"3,957,370.00","86,464.17","835,820.31",0.00,"835,820.31","922,284.48","133,298.93",0.00,"57,642.78","75,656.15","1,632,027.64",0.00,"1,632,027.64","2,629,968.27",66.46,66.46
SE,Sweden,2014SE16RFOP009,National fund for investments in growth and jobs - ERDF,ERDF,More developed,2017,"131,350,695.00",0.00,"131,350,695.00","3,757,501.86",0.00,0.00,0.00,"3,757,501.86","5,792,815.37",0.00,"2,505,001.24","3,287,814.13","33,087,921.67",0.00,"33,087,921.67","40,133,237.66",30.55,30.55
FR,France,2014FR16M2TA001,Technical Assistance - FR - ERDF/ESF,ESF,More developed,2017,"13,957,017.00",0.00,"13,957,017.00","418,710.51",0.00,0.00,0.00,"418,710.51","645,512.04",0.00,"279,140.34","366,371.70","1,116,537.74",0.00,"1,116,537.74","1,901,619.95",13.62,13.62
IT,Italy,2014IT06RDRP001,Abruzzo - Rural Development,EAFRD,,2016,"207,742,000.00",0.00,"207,742,000.00","6,232,260.00",0.00,0.00,0.00,"6,232,260.00",0.00,0.00,0.00,0.00,"3,223,930.62",0.00,"3,223,930.62","9,456,190.62",4.55,4.55
IT,Italy,2014IT16RFOP022,Basilicata - ERDF,ERDF,Less developed,2017,"413,015,666.00",0.00,"413,015,666.00","11,647,244.61",0.00,0.00,0.00,"11,647,244.61","17,956,168.79",0.00,"7,764,829.74","10,191,339.05","2,625,721.91",0.00,"2,625,721.91","24,464,305.57",5.92,5.92
IT,Italy,2014IT06RDRP019,Campania - Rural Development,EAFRD,,2015,"1,110,935,000.00",0.00,"1,110,935,000.00","22,218,700.00",0.00,0.00,0.00,"22,218,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"22,218,700.00",2.00,2.00
UK,United Kingdom,2014UK05M9OP001,England  - ESF/YEI,YEI Specific Allocation,,2017,"159,788,424.00",0.00,"159,788,424.00","4,793,652.72","46,338,642.96","46,338,642.96",0.00,"4,793,652.72","7,390,214.61",0.00,"3,195,768.48","4,194,446.13","2,143,584.92",0.00,"2,143,584.92","11,131,683.77",6.97,6.97
FR,France,2014FR16M2OP012,Mayotte - ERDF/ESF,ESF,Less developed,2015,"65,527,092.00",0.00,"65,527,092.00","1,231,909.32",0.00,0.00,0.00,"1,231,909.32",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,231,909.32",1.88,1.88
DE,Germany,2014DE06RDRP017,Rheinland-Pfalz - Rural Development,EAFRD,,2015,"299,804,232.00",0.00,"299,804,232.00","5,756,084.64",0.00,0.00,0.00,"5,756,084.64",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,756,084.64",1.92,1.92
IT,Italy,2014IT06RDRP012,Umbria - Rural Development,EAFRD,,2016,"378,012,000.00",0.00,"378,012,000.00","11,340,360.00",0.00,0.00,0.00,"11,340,360.00",0.00,0.00,0.00,0.00,"23,005,065.08",0.00,"23,005,065.08","34,345,425.08",9.09,9.09
HU,Hungary,2014HU05M2OP001,Human Resources Development - HU - ESF/ERDF,ERDF,Less developed,2016,"904,816,497.00",0.00,"904,816,497.00","25,515,825.24",0.00,0.00,0.00,"25,515,825.24","17,010,550.16",0.00,0.00,"17,010,550.16",0.00,0.00,0.00,"42,526,375.40",4.70,4.70
IE,Ireland,2014IE16RFOP002,Southern & Eastern Regional Programme - IE - ERDF,ERDF,More developed,2015,"249,109,350.00",0.00,"249,109,350.00","5,854,069.75",0.00,0.00,0.00,"5,854,069.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,854,069.75",2.35,2.35
HU,Hungary,2014HU14MFOP001,Maritime and Fisheries - Hungary,EMFF,,2016,"39,096,293.00",0.00,"39,096,293.00","1,102,515.48",0.00,0.00,0.00,"1,102,515.48","735,010.32",0.00,0.00,"735,010.32",0.00,0.00,0.00,"1,837,525.80",4.70,4.70
IT,Italy,2014IT16M2OP003,Legality - IT - ERDF/ESF,ERDF,Transition,2018,"13,000,000.00",0.00,"13,000,000.00",0.00,0.00,0.00,0.00,0.00,"336,050.03",0.00,0.00,"336,050.03",0.00,0.00,0.00,"336,050.03",2.59,2.59
EE,Estonia,2014EE16M3OP001,Cohesion Policy Funding - EE - ERDF/ESF/CF,ESF,Less developed,2015,"586,977,010.00",0.00,"586,977,010.00","11,035,167.78",0.00,0.00,0.00,"11,035,167.78",0.00,0.00,0.00,0.00,"1,763,247.67",0.00,"1,763,247.67","12,798,415.45",2.18,2.18
FR,France,2014FR16RFOP007,Réunion – ERDF,ERDF,Less developed,2014,"940,171,245.00",0.00,"940,171,245.00","8,837,609.71",0.00,0.00,0.00,"8,837,609.71",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,837,609.71",0.94,0.94
DK,Denmark,2014DK05SFOP001,Educational and Entrepreneurial Growth - DK - ESF,ESF,More developed,2015,"164,596,155.00",0.00,"164,596,155.00","3,094,407.74",0.00,0.00,0.00,"3,094,407.74",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,094,407.74",1.88,1.88
DE,Germany,2014DE16RFOP004,Brandenburg - ERDF,ERDF,Transition,2015,"845,643,228.00",0.00,"845,643,228.00","15,898,092.68",0.00,0.00,0.00,"15,898,092.68",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,898,092.68",1.88,1.88
ES,Spain,2014ES05SFTA001,Technical Assistance - ES - ESF,ESF,Transition,2015,"20,908,074.00",0.00,"20,908,074.00","522,701.85",0.00,0.00,0.00,"522,701.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"522,701.85",2.50,2.50
ES,Spain,2014ES16RFOP011,Cataluña  - ERDF,ERDF,More developed,2015,"808,433,501.00",0.00,"808,433,501.00","18,908,187.28",0.00,0.00,0.00,"18,908,187.28",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,908,187.28",2.34,2.34
DE,Germany,2014DE06RDRP010,Hessen - Rural Development,EAFRD,,2016,"318,864,991.00",0.00,"318,864,991.00","9,565,949.73",0.00,0.00,0.00,"9,565,949.73",0.00,0.00,0.00,0.00,"40,382,879.60",0.00,"40,382,879.60","49,948,829.33",15.66,15.66
FR,France,2014FR16M2OP010,Rhône-Alpes - ERDF/ESF,ERDF,More developed,2015,"364,091,269.00",0.00,"364,091,269.00","6,844,915.86",0.00,0.00,0.00,"6,844,915.86",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,844,915.86",1.88,1.88
LU,Luxembourg,2014LU05FMOP001,FEAD - Luxembourg,FEAD,,2017,"3,944,660.00",0.00,"3,944,660.00","433,912.60",0.00,0.00,0.00,"433,912.60",0.00,0.00,0.00,0.00,"686,536.58",0.00,"686,536.58","1,120,449.18",28.40,28.40
PL,Poland,2014PL05FMOP001,FEAD - Poland,FEAD,,2018,"473,359,260.00",0.00,"473,359,260.00","52,069,518.60",0.00,0.00,0.00,"52,069,518.60",0.00,0.00,0.00,0.00,"165,656,535.56",0.00,"165,656,535.56","217,726,054.16",46.00,46.00
IT,Italy,2014IT06RDRP014,Veneto - Rural Development,EAFRD,,2015,"510,679,000.00",0.00,"510,679,000.00","10,213,580.00",0.00,0.00,0.00,"10,213,580.00",0.00,0.00,0.00,0.00,"2,155,864.56",0.00,"2,155,864.56","12,369,444.56",2.42,2.42
HU,Hungary,2014HU16M2OP001,Territorial and settlement Development  - ERDF/ESF,ERDF,Less developed,2016,"2,978,058,248.00",0.00,"2,978,058,248.00","83,981,242.65",0.00,0.00,0.00,"83,981,242.65","55,987,495.10",0.00,0.00,"55,987,495.10","2,375,028.29",0.00,"2,375,028.29","142,343,766.04",4.78,4.78
BE,Belgium,2014BE05M9OP001,Wallonie-Bruxelles 2020.eu - ESF/YEI,YEI,,2016,"73,127,920.00",0.00,"73,127,920.00","2,193,837.60","10,603,548.40",0.00,"10,603,548.40","12,797,386.00","1,462,558.40",0.00,0.00,"1,462,558.40","9,204,544.78",0.00,"9,204,544.78","23,464,489.18",32.09,32.09
FR,France,2014FR16M0OP008,Picardie - ERDF/ESF/YEI,YEI,,2015,"14,305,356.00",0.00,"14,305,356.00","286,107.12","2,074,276.62",0.00,"2,074,276.62","2,360,383.74",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,360,383.74",16.50,16.50
SI,Slovenia,2014SI06RDNP001,Slovenia - National Rural Development,EAFRD,,2017,"837,849,803.00",0.00,"837,849,803.00","25,135,494.09",0.00,0.00,0.00,"25,135,494.09",0.00,0.00,0.00,0.00,"187,447,640.72",0.00,"187,447,640.72","212,583,134.81",25.37,25.37
IT,Italy,2014IT16M2OP004,Metrolitan Cities - ERDF/ESF,ERDF,Transition,2015,"15,964,224.00",0.00,"15,964,224.00","300,127.42",0.00,0.00,0.00,"300,127.42",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"300,127.42",1.88,1.88
ES,Spain,2014ES16RFOP019,Murcia  - ERDF,ERDF,Transition,2016,"296,405,884.00",0.00,"296,405,884.00","9,741,253.59",0.00,0.00,0.00,"9,741,253.59","5,566,430.62",0.00,0.00,"5,566,430.62",0.00,0.00,0.00,"15,307,684.21",5.16,5.16
PL,Poland,2014PL16M2OP008,Opolskie Voivodeship - ERDF/ESF,ERDF,Less developed,2016,"679,152,913.00",0.00,"679,152,913.00","19,152,112.14",0.00,0.00,0.00,"19,152,112.14","12,768,074.76",0.00,0.00,"12,768,074.76","48,114,357.76",0.00,"48,114,357.76","80,034,544.66",11.78,11.78
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,ERDF,More developed,2015,"368,699,392.00",0.00,"368,699,392.00","6,931,548.56",0.00,0.00,0.00,"6,931,548.56",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,931,548.56",1.88,1.88
IT,Italy,2014IT16M2OP004,Metrolitan Cities - ERDF/ESF,ESF,Less developed,2017,"101,337,786.00",0.00,"101,337,786.00","2,857,725.57",0.00,0.00,0.00,"2,857,725.57","4,405,660.25",0.00,"1,905,150.38","2,500,509.87",0.00,0.00,0.00,"5,358,235.44",5.29,5.29
ES,Spain,2014ES05M9OP001,Youth Employment - ES - ESF/YEI,YEI Specific Allocation,,2015,"943,496,315.00",0.00,"943,496,315.00","23,587,407.88","273,613,931.35",0.00,"273,613,931.35","297,201,339.23",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"297,201,339.23",31.50,31.50
ES,Spain,2014ES06RDRP008,Castilla y León  - Rural Development,EAFRD,,2016,"969,189,286.00",0.00,"969,189,286.00","33,921,625.01",0.00,0.00,0.00,"33,921,625.01",0.00,0.00,0.00,0.00,"111,572,925.07",0.00,"111,572,925.07","145,494,550.08",15.01,15.01
UK,United Kingdom,2014UK05SFOP002,East Wales - ESF,ESF,More developed,2017,"203,312,254.00",0.00,"203,312,254.00","5,733,405.57",0.00,0.00,0.00,"5,733,405.57","8,839,000.25",0.00,"3,822,270.38","5,016,729.87","25,150,612.65",0.00,"25,150,612.65","35,900,748.09",17.66,17.66
ES,Spain,2014ES05SFOP007,Cataluña  - ESF,ESF,More developed,2016,"304,742,845.00",0.00,"304,742,845.00","10,026,039.59",0.00,0.00,0.00,"10,026,039.59","5,729,165.48",0.00,0.00,"5,729,165.48",0.00,0.00,0.00,"15,755,205.07",5.17,5.17
FR,France,2014FR06RDRP083,Auvergne - Rural Development,EAFRD,,2017,"1,202,693,608.00",0.00,"1,202,693,608.00","36,080,808.24",0.00,0.00,0.00,"36,080,808.24",0.00,0.00,0.00,0.00,"417,193,428.14",0.00,"417,193,428.14","453,274,236.38",37.69,37.69
HU,Hungary,2014HU16M1OP003,Integrated Transport - HU - ERDF/CF,CF,,2015,"2,700,708,949.00",0.00,"2,700,708,949.00","50,773,328.24",0.00,0.00,0.00,"50,773,328.24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"50,773,328.24",1.88,1.88
DE,Germany,2014DE16RFOP013,Sachsen-Anhalt - ERDF,ERDF,Transition,2015,"1,427,495,230.00",0.00,"1,427,495,230.00","26,836,910.32",0.00,0.00,0.00,"26,836,910.32",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"26,836,910.32",1.88,1.88
ES,Spain,2014ES05M9OP001,Youth Employment - ES - ESF/YEI,ESF,More developed,2016,"271,328,670.00",0.00,"271,328,670.00","8,926,713.25",0.00,0.00,0.00,"8,926,713.25","5,100,979.00",0.00,0.00,"5,100,979.00",0.00,0.00,0.00,"14,027,692.25",5.17,5.17
DE,Germany,2014DE16RFOP001,Baden-Württemberg - ERDF,ERDF,More developed,2017,"246,585,038.00",0.00,"246,585,038.00","6,953,698.08",0.00,0.00,0.00,"6,953,698.08","10,720,284.54",0.00,"4,635,798.72","6,084,485.82","13,866,007.45",0.00,"13,866,007.45","26,904,191.35",10.91,10.91
SE,Sweden,2014SE16RFOP008,Upper Norrland - ERDF,ERDF,Outermost or Northern Sparsely Populated,2017,"119,684,875.00",0.00,"119,684,875.00","3,366,137.07",0.00,0.00,0.00,"3,366,137.07","5,189,461.31",0.00,"2,244,091.38","2,945,369.93","19,469,819.79",0.00,"19,469,819.79","25,781,326.79",21.54,21.54
AT,Austria,2014AT05SFOP001,Employment - AT - ESF,ESF,Transition,2017,"25,306,234.00",0.00,"25,306,234.00","713,635.80",0.00,0.00,0.00,"713,635.80","1,100,188.53",0.00,"475,757.20","624,431.33","1,817,605.78",0.00,"1,817,605.78","3,155,672.91",12.47,12.47
FR,France,2014FR16M2OP010,Rhône-Alpes - ERDF/ESF,ESF,More developed,2016,"145,308,731.00",0.00,"145,308,731.00","4,097,706.21",0.00,0.00,0.00,"4,097,706.21","2,731,804.14",0.00,0.00,"2,731,804.14",0.00,0.00,0.00,"6,829,510.35",4.70,4.70
LU,Luxembourg,2014LU05SFOP001,Luxembourg - ESF,ESF,More developed,2017,"20,056,223.00",0.00,"20,056,223.00","565,585.47",0.00,0.00,0.00,"565,585.47","871,944.27",0.00,"377,056.98","494,887.29","4,287,850.75",0.00,"4,287,850.75","5,348,323.51",26.67,26.67
IT,Italy,2014IT16M2OP005,Research and Innovation - IT - ERDF/ESF,ESF,Transition,2016,"16,744,320.00",0.00,"16,744,320.00","472,189.83",0.00,0.00,0.00,"472,189.83","314,793.22",0.00,0.00,"314,793.22",0.00,0.00,0.00,"786,983.05",4.70,4.70
FR,France,2014FR16M0OP011,Martinique - ERDF/ESF/YEI,ERDF,Less developed,2017,"351,959,114.00",0.00,"351,959,114.00","9,925,247.01",0.00,0.00,0.00,"9,925,247.01","15,301,422.48",0.00,"6,616,831.34","8,684,591.14","14,991,585.68",0.00,"14,991,585.68","33,601,423.83",9.55,9.55
